county_name,county_key,fire_period,acreage,gdp_before,gdp_after,gdp_delta_pct,control_avg_delta,counterfactual_gap
San Diego,san diego,2022Q2,65.0,291410.3525,310943.05500000005,6.70281694951111,18.701010562380876,-11.998193612869766
San Diego,san diego,2022Q2,577.0,291410.3525,310943.05500000005,6.70281694951111,18.701010562380876,-11.998193612869766
Tehama,tehama,2022Q2,80.0,5805.984999999999,6198.4475,6.759619599430613,19.540966778234985,-12.78134717880437
Tehama,tehama,2022Q2,593.0,5805.984999999999,6198.4475,6.759619599430613,19.540966778234985,-12.78134717880437
San Benito,san benito,2022Q2,90.0,5758.2225,6373.772499999999,10.689930790274243,17.84570610563028,-7.155775315356038
Tulare,tulare,2022Q2,752.0,41993.61,45291.61,7.853575817844667,16.524317448523796,-8.670741630679128
Solano,solano,2022Q2,100.0,40014.6925,42695.405,6.699320505836703,16.445892154469952,-9.74657164863325
Yolo,yolo,2022Q2,50.0,19168.0125,20722.08,8.107608965718281,20.812037972195867,-12.704429006477586
Contra Costa,contra costa,2022Q2,120.0,103106.28,110191.745,6.872001395065361,19.056650418819792,-12.184649023754432
San Luis Obispo,san luis obispo,2022Q2,76.0,24882.465,26648.7325,7.098442618124845,20.651477451160655,-13.55303483303581
Tehama,tehama,2022Q2,104.0,5805.984999999999,6198.4475,6.759619599430613,19.540966778234985,-12.78134717880437
Tulare,tulare,2022Q2,50.0,41993.61,45291.61,7.853575817844667,16.524317448523796,-8.670741630679128
San Diego,san diego,2022Q2,70.0,291410.3525,310943.05500000005,6.70281694951111,18.701010562380876,-11.998193612869766
Riverside,riverside,2022Q2,115.0,215180.3625,233994.19249999998,8.743283904450152,17.900025634319785,-9.156741729869633
Tehama,tehama,2022Q2,50.0,5805.984999999999,6198.4475,6.759619599430613,19.540966778234985,-12.78134717880437
Kern,kern,2022Q2,2500.0,80306.285,86772.58,8.052041007749267,16.111380990854265,-8.059339983104998
Butte,butte,2022Q2,65.0,18508.1275,19617.27,5.992732111878967,16.738878066666143,-10.746145954787176
Solano,solano,2022Q2,110.0,40014.6925,42695.405,6.699320505836703,16.445892154469952,-9.74657164863325
Tehama,tehama,2022Q2,109.0,5805.984999999999,6198.4475,6.759619599430613,19.540966778234985,-12.78134717880437
Alameda,alameda,2022Q2,71.0,147833.0675,155488.445,5.178393190008049,18.003980281556927,-12.82558709154888
Contra Costa,contra costa,2022Q2,120.0,103106.28,110191.745,6.872001395065361,19.056650418819792,-12.184649023754432
Alameda,alameda,2022Q2,524.0,147833.0675,155488.445,5.178393190008049,18.003980281556927,-12.82558709154888
Tehama,tehama,2022Q2,109.0,5805.984999999999,6198.4475,6.759619599430613,19.540966778234985,-12.78134717880437
Merced,merced,2022Q2,422.0,25074.472499999996,27356.867499999997,9.102464668000497,15.426906198682127,-6.32444153068163
Contra Costa,contra costa,2022Q2,90.0,103106.28,110191.745,6.872001395065361,19.056650418819792,-12.184649023754432
Placer,placer,2022Q2,55.0,36070.7425,39422.54,9.292288618677592,18.86538968574214,-9.573101067064549
Riverside,riverside,2022Q2,110.0,215180.3625,233994.19249999998,8.743283904450152,17.900025634319785,-9.156741729869633
Alameda,alameda,2022Q2,75.0,147833.0675,155488.445,5.178393190008049,18.003980281556927,-12.82558709154888
Sonoma,sonoma,2022Q2,63.0,43122.2275,45893.045,6.425497152251696,17.68009482382181,-11.254597671570115
Marin,marin,2022Q2,80.0,23071.6375,24481.175,6.109395139378376,18.531387634632143,-12.421992495253768
Glenn,glenn,2022Q2,317.0,2552.02,2707.4700000000003,6.091253203344812,13.869306675515967,-7.7780534721711545
San Luis Obispo,san luis obispo,2022Q2,387.0,24882.465,26648.7325,7.098442618124845,20.651477451160655,-13.55303483303581
Yolo,yolo,2022Q2,167.0,19168.0125,20722.08,8.107608965718281,20.812037972195867,-12.704429006477586
Nevada,nevada,2022Q2,904.0,9075.4275,9759.2325,7.534686382542313,16.016970289012217,-8.482283906469904
Imperial,imperial,2022Q2,226.0,15887.77,17020.6075,7.1302486126120765,16.197256851444127,-9.06700823883205
Butte,butte,2022Q2,250.0,18508.1275,19617.27,5.992732111878967,16.738878066666143,-10.746145954787176
Fresno,fresno,2022Q3,52.0,91121.86249999999,97805.54749999999,7.334886290323575,16.65632153294428,-9.321435242620705
Monterey,monterey,2022Q3,166.0,39635.015,42076.399999999994,6.159667152894972,15.274687068166475,-9.115019915271503
Amador,amador,2022Q3,4478.0,3687.79,3988.2974999999997,8.148715084101852,17.79377652517494,-9.64506144107309
Santa Barbara,santa barbara,2022Q3,50.0,39873.335,42669.9125,7.013653360071334,18.38512729539523,-11.371473935323895
Solano,solano,2022Q3,100.0,40712.0,43313.2625,6.389424494006674,16.445892154469952,-10.056467660463278
Mariposa,mariposa,2022Q3,4886.0,1545.1599999999999,1647.4225000000001,6.618246654068205,16.49645426349526,-9.878207609427054
Contra Costa,contra costa,2022Q3,500.0,104970.855,111769.7325,6.476919236296591,19.056650418819792,-12.5797311825232
Placer,placer,2022Q3,166.0,36899.2875,40148.595,8.80588141437691,18.86538968574214,-10.05950827136523
Solano,solano,2022Q3,115.0,40712.0,43313.2625,6.389424494006674,16.445892154469952,-10.056467660463278
Shasta,shasta,2022Q3,304.0,16419.165,17448.555,6.269441838242075,17.052149632017834,-10.782707793775758
Sacramento,sacramento,2022Q3,74.0,143068.6175,152930.6075,6.8931888574376,19.525779318689604,-12.632590461252004
Tehama,tehama,2022Q3,60.0,5909.452499999999,6286.3325,6.3775789719944616,19.540966778234985,-13.163387806240523
Modoc,modoc,2022Q3,122.0,781.4225,829.82,6.193512472446088,13.924279877953637,-7.7307674055075495
San Diego,san diego,2022Q3,98.0,296221.545,315862.93250000005,6.630641096683251,18.701010562380876,-12.070369465697624
Mariposa,mariposa,2022Q3,421.0,1545.1599999999999,1647.4225000000001,6.618246654068205,16.49645426349526,-9.878207609427054
Yuba,yuba,2022Q3,82.0,7435.6775,8088.262499999999,8.776402688255363,14.483217057699994,-5.706814369444631
Alameda,alameda,2022Q3,174.0,149752.53999999998,157638.185,5.265783805737131,19.47700439158807,-14.21122058585094
Tuolumne,tuolumne,2022Q3,64.0,4979.12,5219.49,4.82755989010106,20.006648766140707,-15.179088876039646
San Benito,san benito,2022Q3,104.0,5914.0725,6494.317499999999,9.81125950011602,17.84570610563028,-8.034446605514262
Mariposa,mariposa,2022Q3,19244.0,1545.1599999999999,1647.4225000000001,6.618246654068205,16.49645426349526,-9.878207609427054
Mendocino,mendocino,2022Q3,110.0,8230.8075,8696.1,5.653060164509977,21.425923100278776,-15.7728629357688
Tehama,tehama,2022Q3,133.0,5909.452499999999,6286.3325,6.3775789719944616,19.540966778234985,-13.163387806240523
San Diego,san diego,2022Q3,180.0,296221.545,315862.93250000005,6.630641096683251,18.701010562380876,-12.070369465697624
Sonoma,sonoma,2022Q3,50.0,43835.145,46558.2075,6.2120531368152205,17.68009482382181,-11.46804168700659
Siskiyou,siskiyou,2022Q3,60138.0,3971.075,4221.514999999999,6.306604634765136,14.475263840172891,-8.168659205407756
Siskiyou,siskiyou,2022Q3,7886.0,3971.075,4221.514999999999,6.306604634765136,14.475263840172891,-8.168659205407756
Kern,kern,2022Q3,222.0,81949.88,88190.4675,7.61512707523183,16.47478449818756,-8.859657422955731
Siskiyou,siskiyou,2022Q3,84.0,3971.075,4221.514999999999,6.306604634765136,14.475263840172891,-8.168659205407756
Fresno,fresno,2022Q3,55.0,91121.86249999999,97805.54749999999,7.334886290323575,16.65632153294428,-9.321435242620705
Siskiyou,siskiyou,2022Q3,151.0,3971.075,4221.514999999999,6.306604634765136,14.475263840172891,-8.168659205407756
Siskiyou,siskiyou,2022Q3,63.0,3971.075,4221.514999999999,6.306604634765136,14.475263840172891,-8.168659205407756
Tulare,tulare,2022Q3,127.0,42842.457500000004,46006.79000000001,7.385973365323414,16.47395573788118,-9.087982372557766
Kern,kern,2022Q3,75.0,81949.88,88190.4675,7.61512707523183,16.47478449818756,-8.859657422955731
Tuolumne,tuolumne,2022Q3,51.0,4979.12,5219.49,4.82755989010106,20.006648766140707,-15.179088876039646
Humboldt,humboldt,2022Q3,1931.0,12220.712500000001,12994.015000000001,6.327802081916252,21.549311640726426,-15.221509558810174
Humboldt,humboldt,2022Q3,14194.0,12220.712500000001,12994.015000000001,6.327802081916252,21.549311640726426,-15.221509558810174
Humboldt,humboldt,2022Q3,41560.0,12220.712500000001,12994.015000000001,6.327802081916252,21.549311640726426,-15.221509558810174
Humboldt,humboldt,2022Q3,11200.0,12220.712500000001,12994.015000000001,6.327802081916252,21.549311640726426,-15.221509558810174
Trinity,trinity,2022Q3,79.0,1449.4775,1525.7450000000001,5.261723621097958,17.793868192216216,-12.532144571118259
Humboldt,humboldt,2022Q3,2456.0,12220.712500000001,12994.015000000001,6.327802081916252,21.549311640726426,-15.221509558810174
Los Angeles,los angeles,2022Q3,149.0,892179.56,939784.2075,5.3357697972816105,17.37535249350058,-12.039582696218968
Mariposa,mariposa,2022Q3,8364.0,1545.1599999999999,1647.4225000000001,6.618246654068205,16.49645426349526,-9.878207609427054
Kern,kern,2022Q3,250.0,81949.88,88190.4675,7.61512707523183,16.47478449818756,-8.859657422955731
Tulare,tulare,2022Q3,325.0,42842.457500000004,46006.79000000001,7.385973365323414,16.47395573788118,-9.087982372557766
Alameda,alameda,2022Q3,58.0,149752.53999999998,157638.185,5.265783805737131,19.47700439158807,-14.21122058585094
Tuolumne,tuolumne,2022Q3,2790.0,4979.12,5219.49,4.82755989010106,20.006648766140707,-15.179088876039646
Monterey,monterey,2022Q3,536.0,39635.015,42076.399999999994,6.159667152894972,15.274687068166475,-9.115019915271503
San Bernardino,san bernardino,2022Q3,99.0,197082.65500000003,211264.0525,7.195659861594598,19.869184724852303,-12.673524863257704
Los Angeles,los angeles,2022Q3,53.0,892179.56,939784.2075,5.3357697972816105,17.37535249350058,-12.039582696218968
San Diego,san diego,2022Q3,197.0,296221.545,315862.93250000005,6.630641096683251,18.701010562380876,-12.070369465697624
Los Angeles,los angeles,2022Q3,150.0,892179.56,939784.2075,5.3357697972816105,17.37535249350058,-12.039582696218968
Los Angeles,los angeles,2022Q3,113.0,892179.56,939784.2075,5.3357697972816105,17.37535249350058,-12.039582696218968
Del Norte,del norte,2022Q3,51.0,2487.8425,2596.415,4.364122728830292,17.703014786387183,-13.33889205755689
Los Angeles,los angeles,2022Q3,5208.0,892179.56,939784.2075,5.3357697972816105,17.37535249350058,-12.039582696218968
San Diego,san diego,2022Q3,4456.0,296221.545,315862.93250000005,6.630641096683251,18.701010562380876,-12.070369465697624
Mendocino,mendocino,2022Q3,124.0,8230.8075,8696.1,5.653060164509977,21.425923100278776,-15.7728629357688
Siskiyou,siskiyou,2022Q3,3935.0,3971.075,4221.514999999999,6.306604634765136,14.475263840172891,-8.168659205407756
Calaveras,calaveras,2022Q3,73.0,4127.36,4473.4175,8.38447579082028,16.89144976370974,-8.50697397288946
Siskiyou,siskiyou,2022Q3,13440.0,3971.075,4221.514999999999,6.306604634765136,14.475263840172891,-8.168659205407756
San Diego,san diego,2022Q3,50.0,296221.545,315862.93250000005,6.630641096683251,18.701010562380876,-12.070369465697624
San Bernardino,san bernardino,2022Q3,1079.0,197082.65500000003,211264.0525,7.195659861594598,19.869184724852303,-12.673524863257704
Riverside,riverside,2022Q3,28307.0,219871.9675,238109.59999999998,8.29466016398838,17.781941383103447,-9.487281219115067
Contra Costa,contra costa,2022Q3,125.0,104970.855,111769.7325,6.476919236296591,19.056650418819792,-12.5797311825232
Contra Costa,contra costa,2022Q3,50.0,104970.855,111769.7325,6.476919236296591,19.056650418819792,-12.5797311825232
Fresno,fresno,2022Q3,130.0,91121.86249999999,97805.54749999999,7.334886290323575,16.65632153294428,-9.321435242620705
Placer,placer,2022Q3,76788.0,36899.2875,40148.595,8.80588141437691,18.86538968574214,-10.05950827136523
Madera,madera,2022Q3,819.0,14214.2175,15408.060000000001,8.39893226623274,17.815229712969487,-9.416297446736747
Siskiyou,siskiyou,2022Q3,297.0,3971.075,4221.514999999999,6.306604634765136,14.475263840172891,-8.168659205407756
Modoc,modoc,2022Q3,5843.0,781.4225,829.82,6.193512472446088,13.924279877953637,-7.7307674055075495
Tehama,tehama,2022Q3,160.0,5909.452499999999,6286.3325,6.3775789719944616,19.540966778234985,-13.163387806240523
Los Angeles,los angeles,2022Q3,107.0,892179.56,939784.2075,5.3357697972816105,17.37535249350058,-12.039582696218968
San Diego,san diego,2022Q3,299.0,296221.545,315862.93250000005,6.630641096683251,18.701010562380876,-12.070369465697624
Butte,butte,2022Q4,60.0,18964.85,20275.482500000002,6.9108508635713095,17.707850685142635,-10.796999821571326
Ventura,ventura,2022Q4,85.0,76929.65,81641.545,6.124940123866422,18.67303300898512,-12.548092885118697
Lassen,lassen,2022Q4,90.0,2927.9875,2973.5874999999996,1.557383697847052,17.4133179599057,-15.855934262058648
Sacramento,sacramento,2022Q4,73.0,145301.415,155334.39500000002,6.904943079872973,17.889301140063722,-10.984358060190749
Trinity,trinity,2022Q4,75.0,1471.665,1542.285,4.798646431083169,15.134500896928671,-10.335854465845502
Butte,butte,2022Q4,163.0,18964.85,20275.482500000002,6.9108508635713095,17.707850685142635,-10.796999821571326
Calaveras,calaveras,2022Q4,550.0,4211.49,4550.3125,8.045193031444933,16.89144976370974,-8.846256732264807
Siskiyou,siskiyou,2022Q4,50.0,4035.4474999999998,4278.594999999999,6.025292114443308,14.073794361764115,-8.048502247320808
San Mateo,san mateo,2022Q4,70.0,68161.11750000001,71614.7875,5.066921034561967,16.11661699992353,-11.049695965361561
Monterey,monterey,2022Q4,2006.0,40212.115000000005,42671.13,6.115109836923504,15.274687068166475,-9.15957723124297
Sonoma,sonoma,2022Q4,52.0,44415.6775,47263.54,6.4118407289858474,17.463608802442508,-11.05176807345666
Calaveras,calaveras,2022Q4,184.0,4211.49,4550.3125,8.045193031444933,16.89144976370974,-8.846256732264807
Inyo,inyo,2022Q4,50.0,1731.8774999999998,1833.1350000000002,5.8466895031548365,17.926880885441907,-12.08019138228707
Tehama,tehama,2022Q4,957.0,5995.2025,6379.6225,6.412127029904329,18.300528682312773,-11.888401652408444
Sonoma,sonoma,2022Q4,105.0,44415.6775,47263.54,6.4118407289858474,17.463608802442508,-11.05176807345666
Tehama,tehama,2022Q4,1500.0,5995.2025,6379.6225,6.412127029904329,18.300528682312773,-11.888401652408444
Sacramento,sacramento,2022Q4,88.0,145301.415,155334.39500000002,6.904943079872973,17.889301140063722,-10.984358060190749
Butte,butte,2022Q4,85.0,18964.85,20275.482500000002,6.9108508635713095,17.707850685142635,-10.796999821571326
Imperial,imperial,2022Q4,107.0,16405.3725,17577.445,7.144443078022143,16.197256851444127,-9.052813773421985
Santa Cruz,santa cruz,2022Q4,300.0,24110.642499999998,25993.035,7.807309572940671,15.984845430717638,-8.177535857776967
Siskiyou,siskiyou,2022Q4,105.0,4035.4474999999998,4278.594999999999,6.025292114443308,14.073794361764115,-8.048502247320808
Siskiyou,siskiyou,2022Q4,65.0,4035.4474999999998,4278.594999999999,6.025292114443308,14.073794361764115,-8.048502247320808
Siskiyou,siskiyou,2022Q4,100.0,4035.4474999999998,4278.594999999999,6.025292114443308,14.073794361764115,-8.048502247320808
Siskiyou,siskiyou,2022Q4,165.0,4035.4474999999998,4278.594999999999,6.025292114443308,14.073794361764115,-8.048502247320808
Tuolumne,tuolumne,2022Q4,145.0,5048.469999999999,5273.615,4.459667978615312,18.99405588496402,-14.534387906348709
Merced,merced,2022Q4,209.0,26015.6675,28553.3025,9.754256737790802,15.767412405945795,-6.013155668154992
El Dorado,el dorado,2022Q4,50.0,17665.885000000002,18878.6275,6.864883927411486,18.180032976655507,-11.31514904924402
Plumas,plumas,2022Q4,180.0,1821.6775,1898.1975000000002,4.200523967606792,18.174923428576793,-13.974399460970002
Yuba,yuba,2022Q4,52.0,7572.110000000001,8247.2025,8.915513641508097,13.98725487259278,-5.071741231084683
Shasta,shasta,2022Q4,346.0,16671.115,17692.2525,6.125190186739141,17.707850685142635,-11.582660498403493
Shasta,shasta,2023Q1,100.0,16846.7575,17963.0,6.625859605327615,17.052149632017834,-10.426290026690218
Trinity,trinity,2023Q1,80.0,1487.1175,1564.1200000000001,5.177970133496515,15.134500896928671,-9.956530763432156
Siskiyou,siskiyou,2023Q1,200.0,4081.43,4324.5725,5.957287029301014,14.073794361764115,-8.116507332463101
Shasta,shasta,2023Q1,5070.0,16846.7575,17963.0,6.625859605327615,17.052149632017834,-10.426290026690218
Imperial,imperial,2023Q1,363.0,16564.5325,17874.1825,7.906350511250455,16.197256851444127,-8.290906340193672
Tuolumne,tuolumne,2023Q2,175.0,5127.235,5437.38,6.048971814242968,19.435310424373984,-13.386338610131016
San Diego,san diego,2023Q2,119.0,306497.8025,330532.4,7.841686727917089,18.701010562380876,-10.859323834463787
San Diego,san diego,2023Q2,85.0,306497.8025,330532.4,7.841686727917089,18.701010562380876,-10.859323834463787
Shasta,shasta,2023Q2,3020.0,17016.58,18193.585,6.916812896598477,18.14026969377597,-11.223456797177493
Mariposa,mariposa,2023Q2,90.0,1602.75,1716.4425,7.093589143659343,14.134827983805646,-7.0412388401463035
San Luis Obispo,san luis obispo,2023Q2,61.0,26214.95,28401.8,8.34199569329714,20.651477451160655,-12.309481757863516
San Bernardino,san bernardino,2023Q2,227.0,205057.51,221215.8175,7.879890621904067,19.869184724852303,-11.989294102948236
Siskiyou,siskiyou,2023Q2,100.0,4120.702499999999,4360.65,5.822975572733053,14.475263840172891,-8.652288267439838
Rosebud,rosebud,2023Q2,373.0,514.53,551.7225,7.22844149029211,18.426221789137067,-11.197780298844958
Lincoln,lincoln,2023Q2,875.0,1324.0749999999998,1472.445,11.20555859751148,19.436355555989177,-8.230796958477697
Kern,kern,2023Q2,82.0,85487.755,92269.16,7.9326039150285315,16.58134702986859,-8.648743114840057
Park,park,2023Q2,82.0,1553.57,1675.395,7.841616406084055,14.453043990135459,-6.611427584051404
Flathead,flathead,2023Q2,100.0,6965.9725,7651.535,9.84159067524312,17.785939703028,-7.944349027784879
Mineral,mineral,2023Q2,61.0,311.84000000000003,345.4975,10.793195228322205,19.044307372289527,-8.251112143967323
Ravalli,ravalli,2023Q2,55.0,2948.5249999999996,3224.5225,9.360527721487877,15.464079239436634,-6.103551517948757
Ravalli,ravalli,2023Q2,96.0,2948.5249999999996,3224.5225,9.360527721487877,15.464079239436634,-6.103551517948757
Big Horn,big horn,2023Q2,60.0,1011.1274999999998,1058.9825,4.732835374371704,14.291197245330295,-9.558361870958592
Stevens,stevens,2023Q2,74.0,4665.1625,5148.87,10.36850270488969,19.485012764636895,-9.116510059747206
Weston,weston,2023Q2,300.0,585.8,606.1625,3.4760157050187894,18.56451259517196,-15.08849689015317
Crook,crook,2023Q2,240.0,634.01,664.1275,4.75031939559314,20.36478437368493,-15.61446497809179
Powell,powell,2023Q2,277.0,447.19,481.75250000000005,7.728817728482314,20.521598662207623,-12.792780933725309
Lincoln,lincoln,2023Q2,88.0,1272.1425,1367.3175,7.481473184018314,18.69575482542596,-11.214281641407648
Missoula,missoula,2023Q2,248.0,7638.4125,8239.8025,7.873232821610503,20.075506046775622,-12.202273225165118
Graham,graham,2023Q2,60.0,2666.135,2902.4249999999997,8.862641989246587,17.943930718826188,-9.081288729579601
Owyhee,owyhee,2023Q2,87.8,748.5,806.9175,7.804609218436877,16.4829100774539,-8.678300859017025
Mineral,mineral,2023Q2,61.0,311.84000000000003,345.4975,10.793195228322205,19.044307372289527,-8.251112143967323
Ferry,ferry,2023Q2,65.0,715.12,790.3325,10.517465600178987,18.548496996986863,-8.031031396807876
Cochise,cochise,2023Q2,103.0,8636.4,9272.4325,7.364555833449137,14.860853740695205,-7.496297907246069
San Miguel,san miguel,2023Q2,1181.0,1690.7125,1812.4099999999999,7.198000842839912,13.682874036507332,-6.48487319366742
Lincoln,lincoln,2023Q2,1200.0,1272.1425,1367.3175,7.481473184018314,18.69575482542596,-11.214281641407648
Pima,pima,2023Q2,84.0,72098.425,78813.32,9.313511356177342,18.352145250372814,-9.038633894195472
Maricopa,maricopa,2023Q2,246.0,309623.895,340004.46,9.812086693115207,17.10645808595349,-7.2943713928382845
Coconino,coconino,2023Q2,100.0,9822.6425,10712.8525,9.062836197082413,21.51248336594519,-12.449647168862777
Socorro,socorro,2023Q2,234.0,1014.7774999999999,1089.1475,7.328700133773179,16.891829744320678,-9.563129610547499
Socorro,socorro,2023Q2,505.0,1014.7774999999999,1089.1475,7.328700133773179,16.891829744320678,-9.563129610547499
Mora,mora,2023Q2,58.0,260.6925,279.89,7.364040008822652,18.427352642286575,-11.063312633463923
Hidalgo,hidalgo,2023Q2,235.0,253.7175,270.5625,6.639273995684176,18.880518621072916,-12.24124462538874
San Miguel,san miguel,2023Q2,978.0,1690.7125,1812.4099999999999,7.198000842839912,13.682874036507332,-6.48487319366742
Union,union,2023Q2,350.0,254.14249999999998,269.78,6.153044059927006,20.498323994392717,-14.345279934465712
Adams,adams,2023Q2,1200.0,280.6025,307.39500000000004,9.548204310367876,18.998705708733716,-9.45050139836584
Maricopa,maricopa,2023Q2,871.0,309623.895,340004.46,9.812086693115207,17.10645808595349,-7.2943713928382845
Coconino,coconino,2023Q2,3885.0,9822.6425,10712.8525,9.062836197082413,21.51248336594519,-12.449647168862777
San Luis Obispo,san luis obispo,2023Q2,116.0,26214.95,28401.8,8.34199569329714,20.651477451160655,-12.309481757863516
Riverside,riverside,2023Q2,127.0,230241.6125,250726.90500000003,8.89730239358884,17.781941383103447,-8.884638989514608
Yavapai,yavapai,2023Q2,65.0,16684.5575,18361.985,10.053772777611883,15.298804761540248,-5.2450319839283654
Pima,pima,2023Q2,55.0,72098.425,78813.32,9.313511356177342,18.352145250372814,-9.038633894195472
Modoc,modoc,2023Q2,90.0,808.2325000000001,865.13,7.039744133031017,13.924279877953637,-6.88453574492262
Cassia,cassia,2023Q2,189.0,1525.365,1633.9625,7.119443543020856,24.04147156673504,-16.922028023714184
Eddy,eddy,2023Q2,1252.0,3788.01,4092.8375,8.047167246126591,20.34812194155618,-12.300954695429589
Eddy,eddy,2023Q2,1252.0,3788.01,4092.8375,8.047167246126591,20.34812194155618,-12.300954695429589
Cochise,cochise,2023Q2,175.7,8636.4,9272.4325,7.364555833449137,14.860853740695205,-7.496297907246069
Eddy,eddy,2023Q2,63.9,3788.01,4092.8375,8.047167246126591,20.34812194155618,-12.300954695429589
Gilliam,gilliam,2023Q2,350.0,142.845,153.22,7.263117364976022,16.760700759659045,-9.497583394683023
Morrow,morrow,2023Q2,2750.0,875.3499999999999,929.915,6.233506597361062,15.925065046281688,-9.691558448920626
Coconino,coconino,2023Q2,1354.0,9822.6425,10712.8525,9.062836197082413,21.51248336594519,-12.449647168862777
Siskiyou,siskiyou,2023Q2,85.0,4120.702499999999,4360.65,5.822975572733053,14.475263840172891,-8.652288267439838
Klamath,klamath,2023Q2,3119.0,4997.8325,5329.275,6.6317248527236385,15.527713250329317,-8.895988397605677
Catron,catron,2023Q2,700.0,233.08750000000003,257.175,10.334102000321757,19.044307372289527,-8.71020537196777
Los Angeles,los angeles,2023Q2,51.0,916103.7975000001,980072.2475,6.982663992286304,17.37535249350058,-10.392688501214273
Siskiyou,siskiyou,2023Q2,230.0,4120.702499999999,4360.65,5.822975572733053,14.475263840172891,-8.652288267439838
Pima,pima,2023Q2,101.0,72098.425,78813.32,9.313511356177342,18.352145250372814,-9.038633894195472
Elmore,elmore,2023Q2,3146.0,1753.0175,1880.315,7.261621746502824,18.18243759571915,-10.920815849216327
Riverside,riverside,2023Q2,348.0,230241.6125,250726.90500000003,8.89730239358884,17.781941383103447,-8.884638989514608
Coconino,coconino,2023Q2,10279.0,9822.6425,10712.8525,9.062836197082413,21.51248336594519,-12.449647168862777
Coconino,coconino,2023Q2,2851.0,9822.6425,10712.8525,9.062836197082413,21.51248336594519,-12.449647168862777
San Diego,san diego,2023Q2,137.0,306497.8025,330532.4,7.841686727917089,18.701010562380876,-10.859323834463787
San Bernardino,san bernardino,2023Q2,88.0,205057.51,221215.8175,7.879890621904067,19.869184724852303,-11.989294102948236
Coconino,coconino,2023Q2,1998.0,9822.6425,10712.8525,9.062836197082413,21.51248336594519,-12.449647168862777
Boise,boise,2023Q2,960.0,494.11249999999995,539.5725,9.200333932049896,16.803457857937595,-7.603123925887699
Tuolumne,tuolumne,2023Q2,2800.0,5127.235,5437.38,6.048971814242968,19.435310424373984,-13.386338610131016
Lane,lane,2023Q2,352.0,27405.2325,29090.42,6.149145058338768,18.30954334146259,-12.160398283123822
Catron,catron,2023Q2,59883.0,233.08750000000003,257.175,10.334102000321757,19.044307372289527,-8.71020537196777
Skagit,skagit,2023Q2,85.0,12795.904999999999,13941.7025,8.95440767964439,17.167778894024146,-8.213371214379755
Skagit,skagit,2023Q2,85.0,12795.904999999999,13941.7025,8.95440767964439,17.167778894024146,-8.213371214379755
Lincoln,lincoln,2023Q2,160.7,1272.1425,1367.3175,7.481473184018314,18.69575482542596,-11.214281641407648
Douglas,douglas,2023Q2,250.0,4287.96,4726.81,10.23447047080664,21.364637648859524,-11.130167178052885
Yolo,yolo,2023Q2,80.0,20209.6075,22452.2425,11.096875582566373,20.812037972195867,-9.715162389629494
Coconino,coconino,2023Q2,2536.0,9822.6425,10712.8525,9.062836197082413,21.51248336594519,-12.449647168862777
